no,raw_tweet,bio_tags,tokens,langs,norm_tokens,clean_tweets
11,Not yang sederhana dengan lirik yang dalam bisa trending di spotify yah..Heres a song for you... Waktu Yang Salah (feat. Thantri) by Fiersa Besari.https://t.co/NR2pagvoW8,BIIOBIIIOBIIIIIIIIOBIIIIIOBIIIIOBIIIOBIIIIOBIIIOBIIIIIIIOBIOBIIIIIIOBIIBOBIIIIOBOBIIIOBIIOBIIBOOOBIIIIOBIIIOBIIIIOBBIIIBOBIIIIIIBOBIOBIIIIIIIIIIIIBBIIIIIIIIIIIIIIIIIIIIII,"['Not yang sederhana dengan lirik yang dalam bisa trending di spotify yah..Heres a song for you... Waktu Yang Salah (feat. Thantri) by Fiersa Besari.https://t.co/NR2pagvoW8'
 list(['Not', 'yang', 'sederhana', 'dengan', 'lirik', 'yang', 'dalam', 'bisa', 'trending', 'di', 'spotify', 'yah', '.', 'Heres', 'a', 'song', 'for', 'you', '.', 'Waktu', 'Yang', 'Salah', '(', 'feat', '.', 'Thantri', ')', 'by', 'Fiersa Besari', '.', 'https://t.co/NR2pagvoW8'])]","['id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'en', 'id', 'un', 'id', 'un', 'en', 'en', 'en', 'en', 'en', 'un', 'id', 'id', 'id', 'un', 'en', 'un', 'un', 'un', 'en', 'un', 'un', 'un']","['not', 'yang', 'sederhana', 'dengan', 'lirik', 'yang', 'dalam', 'bisa', 'trending', 'di', 'spotify', 'ya', '.', 'here is', 'a', 'song', 'for', 'you', '.', 'waktu', 'yang', 'salah', '(', 'feat', '.', 'thantri', ')', 'by', 'fiersa besari', '.', 'https://t.co/NR2pagvoW8']","['not yang sederhana dengan lirik yang dalam bisa tren di spotify ya. Ini lagu untukmu. waktu yang salah (feat. thantri) by fiersa besari. https://t.co/NR2pagvoW8', 'not yang sederhana dengan lirik yang dalam bisa tren di spotify ya. Ini lagu untukmu. waktu yang salah (feat. thantri) by fiersa besari. https://t.co/NR2pagvoW8']"
12,"@indomymenfess Aku tim debat sekolah, not so good juga sih, sering masih ada salah, tapi selama latihan awal-awal klub, fokus senior aku maksa kita buat terbiasa ngomong sendiri/ngomong depan publik.",BIIIIIIIIIIIIIOBIIOBIIOBIIIIOBIIIIIIBOBIIOBIOBIIIOBIIIOBIIBOBIIIIIOBIIIIOBIIOBIIIIBOBIIIOBIIIIIOBIIIIIIOBIIIIIIIIOBIIIBOBIIIIOBIIIIIOBIIOBIIIIOBIIIOBIIIOBIIIIIIIOBIIIIIIOBIIIIIIBBIIIIIIOBIIIIOBIIIIIB,"['@indomymenfess Aku tim debat sekolah, not so good juga sih, sering masih ada salah, tapi selama latihan awal-awal klub, fokus senior aku maksa kita buat terbiasa ngomong sendiri/ngomong depan publik.'
 list(['@indomymenfess', 'Aku', 'tim', 'debat', 'sekolah', ',', 'not', 'so', 'good', 'juga', 'sih', ',', 'sering', 'masih', 'ada', 'salah', ',', 'tapi', 'selama', 'latihan', 'awal-awal', 'klub', ',', 'fokus', 'senior', 'aku', 'maksa', 'kita', 'buat', 'terbiasa', 'ngomong', 'sendiri', '/', 'ngomong', 'depan', 'publik', '.'])]","['un', 'id', 'id', 'id', 'id', 'un', 'en', 'en', 'en', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'un']","['@indomymenfess', 'aku', 'tim', 'debat', 'sekolah', ',', 'not', 'so', 'good', 'juga', 'sih', ',', 'sering', 'masih', 'ada', 'salah', ',', 'tapi', 'selama', 'latihan', 'awal-awal', 'klub', ',', 'fokus', 'senior', 'aku', 'paksa', 'kita', 'buat', 'terbiasa', 'ngomong', 'sendiri', '/', 'ngomong', 'depan', 'publik', '.']","['@indomymenfess Aku tim debat sekolah, tidak begitu baik juga sih, sering masih ada salah, tapi selama latihan awal-awal klub, fokus senior aku paksa kita buat terbiasa ngomong sendiri/ngomong depan publik.', '@indomymenfess Aku tim debat sekolah, tidak begitu baik juga sih, sering masih ada salah, tapi selama latihan awal-awal klub, fokus senior aku memaksa kita buat terbiasa berbicara sendiri/berbicara depan publik.']"
13,"Well tergantung, kalo maksud lu sukses itu bs hidup enak makan enak kmn2 naik mobil bapak lu ya oke..Tapi kalo bisanya cm ngabisin duit,smp suatu saat bnr2 abis,lu ga punya skill apa2,ada warisan jg gbs ngatur,lu punya apa? Msh bs disebut sukses?.Sukses tergantung lu bkn bapak lu https://t.co/o9EfERC6YR",BIIIOBIIIIIIIIIBOBIIIOBIIIIIOBIOBIIIIIOBIIOBIOBIIIIOBIIIOBIIIIOBIIIOBIIIOBIIIOBIIIIOBIIIIOBIOBIOBIIBOBIIIOBIIIOBIIIIIIOBIOBIIIIIIIOBIIIBBIIOBIIIIOBIIIOBIIIOBIIIBBIOBIOBIIIIOBIIIIOBIIIBBIIOBIIIIIIOBIOBIIOBIIIIIBBIOBIIIIOBIIBOBIIOBIOBIIIIIIOBIIIIIBOBIIIIIOBIIIIIIIIIOBIOBIIOBIIIIOBIOBIIIIIIIIIIIIIIIIIIIIII,"['Well tergantung, kalo maksud lu sukses itu bs hidup enak makan enak kmn2 naik mobil bapak lu ya oke..Tapi kalo bisanya cm ngabisin duit,smp suatu saat bnr2 abis,lu ga punya skill apa2,ada warisan jg gbs ngatur,lu punya apa? Msh bs disebut sukses?.Sukses tergantung lu bkn bapak lu https://t.co/o9EfERC6YR'
 list(['Well', 'tergantung', ',', 'kalo', 'maksud', 'lu', 'sukses', 'itu', 'bs', 'hidup', 'enak', 'makan', 'enak', 'kmn2', 'naik', 'mobil', 'bapak', 'lu', 'ya', 'oke', '.', 'Tapi', 'kalo', 'bisanya', 'cm', 'ngabisin', 'duit', ',', 'smp', 'suatu', 'saat', 'bnr2', 'abis', ',', 'lu', 'ga', 'punya', 'skill', 'apa2', ',', 'ada', 'warisan', 'jg', 'gbs', 'ngatur', ',', 'lu', 'punya', 'apa', '?', 'Msh', 'bs', 'disebut', 'sukses', '?', 'Sukses', 'tergantung', 'lu', 'bkn', 'bapak', 'lu', 'https://t.co/o9EfERC6YR'])]","['en', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'en', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'un']","['well', 'tergantung', ',', 'kalau', 'maksud', 'kamu', 'sukses', 'itu', 'bisa', 'hidup', 'enak', 'makan', 'enak', 'kemana-mana', 'naik', 'mobil', 'bapak', 'kamu', 'ya', 'oke', '.', 'tapi', 'kalau', 'bisanya', 'cuma', 'menghabiskan', 'duit', ',', 'sampai', 'suatu', 'saat', 'benar-benar', 'habis', ',', 'kamu', 'tidak', 'punya', 'skill', 'apa-apa', ',', 'ada', 'warisan', 'juga', 'tidak bisa', 'mengatur', ',', 'kamu', 'punya', 'apa', '?', 'masih', 'bisa', 'disebut', 'sukses', '?', 'sukses', 'tergantung', 'kamu', 'bukan', 'bapak', 'kamu', 'https://t.co/o9EfERC6YR']","['baik tergantung, kalau maksud kamu sukses itu bisa hidup enak makan enak kemana-mana naik mobil bapak kamu ya oke. tapi kalo bisanya cuma menghabiskan duit, sampai suatu saat benar-benar habis, kamu tidak punya keterampilan apa-apa, ada warisan juga tidak bisa mengatur, kamu punya apa? masih bisa disebut sukses? sukses tergantung kamu bukan bapak kamu https://t.co/o9EfERC6YR', 'baik tergantung, kalau maksud kamu sukses itu bisa hidup enak makan enak kemana-mana naik mobil bapak kamu ya oke. tapi kalo bisanya cuma menghabiskan uang, sampai suatu saat benar-benar habis, kamu tidak punya keterampilan apa-apa, ada warisan juga tidak bisa mengatur, kamu punya apa? masih bisa disebut sukses? sukses tergantung kamu bukan bapak kamu https://t.co/o9EfERC6YR']"
14,"""Kegenitan generasi tua"" wow jadi lu bilang gw genit? Well at least some generation can take jokes...but maybe not you",BBIIIIIIIIOBIIIIIIIOBIIBOBIIOBIIIOBIOBIIIIIOBIOBIIIIBOBIIIOBIIIIIIIOBIIIOBIIIIIIIIIOBIIOBIIIOBIIIIBOOBIIOBIIIIOBIIOBII,"['""Kegenitan generasi tua"" wow jadi lu bilang gw genit? Well at least some generation can take jokes...but maybe not you'
 list(['""', 'Kegenitan', 'generasi', 'tua', '""', 'wow', 'jadi', 'lu', 'bilang', 'gw', 'genit', '?', 'Well', 'at least', 'some', 'generation', 'can', 'take', 'jokes', '.', 'but', 'maybe', 'not', 'you'])]","['un', 'id', 'id', 'id', 'un', 'en', 'id', 'id', 'id', 'id', 'id', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'en', 'en', 'en', 'en']","['""', 'kegenitan', 'generasi', 'tua', '""', 'wow', 'jadi', 'kamu', 'bilang', 'saya', 'genit', '?', 'well', 'at least', 'some', 'generation', 'can', 'take', 'jokes', '.', 'but', 'maybe', 'not', 'you']","['""kegenitan generasi tua"" wow jadi kamu bilang aku genit? setidaknya beberapa generasi bisa bercanda. tapi mungkin bukan kamu', '""kegenitan generasi tua"" wow jadi kamu bilang aku genit? setidaknya beberapa generasi bisa bercanda. tapi mungkin bukan kamu']"
15,Its kinda weird while you chat with someone your not really past. Terus dia entah pura pura atau emang gatau dah beneran apa engga lupa dan ngapus kontak...Emosi.,BIIOBIIIIOBIIIIOBIIIIOBIIOBIIIOBIIIOBIIIIIIOBIIIOBIIOBIIIIIOBIIIBOBIIIIOBIIOBIIIIOBIIIIIIIIOBIIIOBIIIIOBIIIIOBIIOBIIIIIIOBIIOBIIIIOBIIIOBIIOBIIIIIOBIIIIIBOOBIIIIB,"['Its kinda weird while you chat with someone your not really past. Terus dia entah pura pura atau emang gatau dah beneran apa engga lupa dan ngapus kontak...Emosi.'
 list(['Its', 'kinda', 'weird', 'while', 'you', 'chat', 'with', 'someone', 'your', 'not', 'really', 'past', '.', 'Terus', 'dia', 'entah', 'pura pura', 'atau', 'emang', 'gatau', 'dah', 'beneran', 'apa', 'engga', 'lupa', 'dan', 'ngapus', 'kontak', '.', 'Emosi', '.'])]","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'un']","['it is', 'kind of', 'weird', 'while', 'you', 'chat', 'with', 'someone', 'your', 'not', 'really', 'past', '.', 'terus', 'dia', 'entah', 'pura-pura', 'atau', 'memang', 'tidak tahu', 'dah', 'benar', 'apa', 'tidak', 'lupa', 'dan', 'menghapus', 'kontak', '.', 'emosi', '.']","['agak aneh saat kamu mengobrol dengan seseorang yang belum benar-benar lewat. terus dia entah pura-pura atau memang tidak tahu dah beneran apa tidak lupa dan menghapus kontak. emosi.', 'agak aneh saat kamu mengobrol dengan seseorang yang belum benar-benar lewat. terus dia entah pura-pura atau memang tidak tahu dah beneran apa tidak lupa dan menghapus kontak. emosi.']"
16,"@agungrhamdan Timing komedinya bagus sih tapi kadang ada bagian yg menurut gue ""ini kykny not meant to be funny"" tp ada yg ngakak tuh agak distracting hahaha emg pengalaman menonton itu kdg unik",BIIIIIIIIIIIIOBIIIIIOBIIIIIIIIOBIIIIOBIIOBIIIOBIIIIIOBIIOBIIIIIOBIOBIIIIIIOBIIOBBIIOBIIIIOBIIOBIIIIOBIOBIOBIIIIBOBIOBIIOBIOBIIIIIOBIIOBIIIOBIIIIIIIIIIOBIIIIIOBIIOBIIIIIIIIIOBIIIIIIIOBIIOBIIOBIII,"['@agungrhamdan Timing komedinya bagus sih tapi kadang ada bagian yg menurut gue ""ini kykny not meant to be funny"" tp ada yg ngakak tuh agak distracting hahaha emg pengalaman menonton itu kdg unik'
 list(['@agungrhamdan', 'Timing', 'komedinya', 'bagus', 'sih', 'tapi', 'kadang', 'ada', 'bagian', 'yg', 'menurut', 'gue', '""', 'ini', 'kykny', 'not', 'meant', 'to', 'be', 'funny', '""', 'tp', 'ada', 'yg', 'ngakak', 'tuh', 'agak', 'distracting', 'hahaha', 'emg', 'pengalaman', 'menonton', 'itu', 'kdg', 'unik'])]","['un', 'en', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'en', 'en', 'en', 'en', 'en', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'en', 'un', 'id', 'id', 'id', 'id', 'id', 'id']","['@agungrhamdan', 'timing', 'komedinya', 'bagus', 'sih', 'tapi', 'kadang', 'ada', 'bagian', 'yang', 'menurut', 'saya', '""', 'ini', 'kayaknya', 'not', 'meant', 'to', 'be', 'funny', '""', 'tapi', 'ada', 'yang', 'ketawa', 'tuh', 'agak', 'distracting', 'hahaha', 'memang', 'pengalaman', 'menonton', 'itu', 'kadang', 'unik']","['@agungrhamdan waktu komedinya bagus sih tapi kadang ada bagian yang menurut saya ""ini kayaknya tidak dimaksudkan untuk menjadi lucu"" tapi ada yang ngakak tuh agak mengganggu hahaha emang pengalaman menonton itu kadang unik', '@agungrhamdan waktu komedinya bagus sih tapi kadang ada bagian yang menurut saya ""ini kayaknya tidak dimaksudkan untuk menjadi lucu"" tapi ada yang ngakak tuh agak mengganggu hahaha emang pengalaman menonton itu kadang unik']"
17,Selalu ada jalan.untuk menjemput apa yang kita butuhkan. God give what u need Not what u want,BIIIIIOBIIOBIIIIOBIIIIOBIIIIIIIIOBIIOBIIIOBIIIOBIIIIIIIBOBIIOBIIIOBIIIOBOBIIIOBIIOBIIIOBOBIII,"['Selalu ada jalan.untuk menjemput apa yang kita butuhkan. God give what u need Not what u want'
 list(['Selalu', 'ada', 'jalan', 'untuk', 'menjemput', 'apa', 'yang', 'kita', 'butuhkan', '.', 'God', 'give', 'what', 'u', 'need', 'Not', 'what', 'u', 'want'])]","['id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']","['selalu', 'ada', 'jalan', 'untuk', 'menjemput', 'apa', 'yang', 'kita', 'butuhkan', '.', 'god', 'give', 'what', 'you', 'need', 'not', 'what', 'you', 'want']","['selalu ada jalan. untuk menjemput apa yang kita butuhkan. tuhan berikan apa yang kamu butuhkan bukan apa yang kamu inginkan', 'selalu ada jalan. untuk menjemput apa yang kita butuhkan. tuhan berikan apa yang kamu butuhkan bukan apa yang kamu inginkan']"
18,"Im not your type, makannya aku cari orang lain ujar dia..Selama ini aku bales chat cepet .kamu anggap apa!! .Remahan stiker",BIOBIIOBIIIOBIIIBOBIIIIIIIOBIIOBIIIOBIIIIOBIIIOBIIIOBIIBOBIIIIIOBIIOBIIOBIIIIOBIIIOBIIIIOBBIIIOBIIIIIOBIIBOOOBIIIIIIOBIIIII,"['Im not your type, makannya aku cari orang lain ujar dia..Selama ini aku bales chat cepet .kamu anggap apa!! .Remahan stiker'
 list(['Im', 'not', 'your', 'type', ',', 'makannya', 'aku', 'cari', 'orang', 'lain', 'ujar', 'dia', '.', 'Selama', 'ini', 'aku', 'bales', 'chat', 'cepet', '.', 'kamu', 'anggap', 'apa', '!', 'Remahan', 'stiker'])]","['en', 'en', 'en', 'en', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'en', 'id', 'un', 'id', 'id', 'id', 'un', 'id', 'id']","['i am', 'not', 'your', 'type', ',', 'makanya', 'aku', 'cari', 'orang', 'lain', 'ujar', 'dia', '.', 'selama', 'ini', 'aku', 'balas', 'chat', 'cepat', '.', 'kamu', 'anggap', 'apa', '!', 'remahan', 'stiker']","['saya bukan tipe anda, makanya aku cari orang lain ujar dia. selama ini aku balas chat cepat. kamu anggap apa! remahan stiker', 'saya bukan tipe anda, makanya aku cari orang lain ujar dia. selama ini aku balas chat cepat. kamu anggap apa! remahan stiker']"
19,"Tl isinya si @serpentfangs ngelike foto cewe terus, but I'm not complaining tho https://t.co/NO2W4PiWno",BIOBIIIIIOBIOBIIIIIIIIIIIIOBIIIIIIOBIIIOBIIIOBIIIIBOBIIOBIIOBIIOBIIIIIIIIIIOBIIOBIIIIIIIIIIIIIIIIIIIIII,"[""Tl isinya si @serpentfangs ngelike foto cewe terus, but I'm not complaining tho https://t.co/NO2W4PiWno""
 list(['Tl', 'isinya', 'si', '@serpentfangs', 'ngelike', 'foto', 'cewe', 'terus', ',', 'but', ""I'm"", 'not', 'complaining', 'tho', 'https://t.co/NO2W4PiWno'])]","['un', 'id', 'id', 'un', 'en', 'id', 'id', 'id', 'un', 'en', 'en', 'en', 'en', 'en', 'un']","['tl', 'isinya', 'si', '@serpentfangs', 'like', 'foto', 'cewek', 'terus', ',', 'but', 'i am', 'not', 'complaining', 'though', 'https://t.co/NO2W4PiWno']","['tl isinya si @serpentfangs menyukai foto cewek terus, tapi aku tidak mengeluh https://t.co/NO2W4PiWno', 'tl isinya si @serpentfangs menyukai foto cewek terus, tapi aku tidak mengeluh https://t.co/NO2W4PiWno']"
20,"Why Not menurut guamah, orang di KEMENAG juga kan ada badan2 Agama yang lainnya koq. Semua Agama diurus KEMENAG. cuma, mungkin buat sebagian orang kurang etis krna disini Mayoritas Muslim RT @NOTASLIMBOY: Gimana kalau Menag-nya sekali2 orang kristen... Peace... No twitwar :)",BIIOBIIOBIIIIIIOBIIBIIBOBIIIIOBIOBIIIIIIOBIIIOBIIOBIIOBIIIIIOBIIIIOBIIIOBIIIIIIOBIIBOBIIIIOBIIIIOBIIIIIOBIIIIIIBOBIIIBOBIIIIIIOBIIIOBIIIIIIIOBIIIIOBIIIIIOBIIIOBIIIOBIBIIIOBIIIIIIIIOBIIIIIOBIOBIIIIIIIIIIIBOBIIIIIOBIIIIOBIIIIIIIIOBIIIIIIOBIIIIOBIIIIIIBOOOBIIIIBOOOBIOBIIIIIIOBI,"['Why Not menurut guamah, orang di KEMENAG juga kan ada badan2 Agama yang lainnya koq. Semua Agama diurus KEMENAG. cuma, mungkin buat sebagian orang kurang etis krna disini Mayoritas Muslim RT @NOTASLIMBOY: Gimana kalau Menag-nya sekali2 orang kristen... Peace... No twitwar :)'
 list(['Why', 'Not', 'menurut', 'gua', 'mah', ',', 'orang', 'di', 'KEMENAG', 'juga', 'kan', 'ada', 'badan2', 'Agama', 'yang', 'lainnya', 'koq', '.', 'Semua', 'Agama', 'diurus', 'KEMENAG', '.', 'cuma', ',', 'mungkin', 'buat', 'sebagian', 'orang', 'kurang', 'etis', 'krna', 'di', 'sini', 'Mayoritas', 'Muslim', 'RT', '@NOTASLIMBOY', ':', 'Gimana', 'kalau', 'Menag-nya', 'sekali2', 'orang', 'kristen', '.', 'Peace', '.', 'No', 'twitwar', ':)'])]","['en', 'en', 'id', 'id', 'id', 'un', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'un', 'un', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'un', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'en', 'un', 'en', 'en', 'un']","['why', 'not', 'menurut', 'saya', 'mah', ',', 'orang', 'di', 'kemenag', 'juga', 'kan', 'ada', 'badan-badan', 'agama', 'yang', 'lainnya', 'kok', '.', 'semua', 'agama', 'diurus', 'kemenag', '.', 'cuma', ',', 'mungkin', 'buat', 'sebagian', 'orang', 'kurang', 'etis', 'karena', 'di', 'sini', 'mayoritas', 'muslim', 'rt', '@NOTASLIMBOY', ':', 'gimana', 'kalau', 'menag-nya', 'sekali-kali', 'orang', 'kristen', '.', 'peace', '.', 'no', 'twitwar', ':)']","['kenapa tidak menurut saya mah, orang di kemenag juga kan ada badan-badan agama yang lainnya kok. semua agama diurus kemang. cuma, mungkin buat sebagian orang kurang etis karena di sini mayoritas muslim RT @NOTASLIMBOY: gimana kalau Menag-nya sekali-kali orang kristen. damai. tidak ada twitwar :)', 'kenapa tidak menurut saya mah, orang di kemenag juga kan ada badan-badan agama yang lainnya kok. semua agama diurus kemang. cuma, mungkin buat sebagian orang kurang etis karena di sini mayoritas muslim RT @NOTASLIMBOY: gimana kalau Menag-nya sekali-kali orang kristen. damai. tidak ada twitwar :)']"
21,"Gak cuma formalitas aja gitu nanya, kenapa? Oo gt. Ngangguk2. Ok. Alergi obat? Ok. Saya resep ya. ..Gue sebel bgt sama yg begini. .Sorry not sorry, i need to discuss what happened with my body. What should i do and so on and so on. ..Gak cuma minum obat dr resep.",BIIOBIIIOBIIIIIIIIIOBIIOBIIIOBIIIIBOBIIIIIBOBIOBIBOBIIIIIIIIBOBIBOBIIIIIOBIIIBOBIBOBIIIOBIIIIOBIBOOOBIIOBIIIIOBIIOBIIIOBIOBIIIIIBOOBIIIIOBIIOBIIIIBOBOBIIIOBIOBIIIIIIOBIIIOBIIIIIIIOBIIIOBIOBIIIBOBIIIOBIIIIIOBOBIOBIIOBIIIIOBIIOBIIIIBOOOBIIOBIIIOBIIIIOBIIIOBIOBIIIIB,"['Gak cuma formalitas aja gitu nanya, kenapa? Oo gt. Ngangguk2. Ok. Alergi obat? Ok. Saya resep ya. ..Gue sebel bgt sama yg begini. .Sorry not sorry, i need to discuss what happened with my body. What should i do and so on and so on. ..Gak cuma minum obat dr resep.'
 list(['Gak', 'cuma', 'formalitas', 'aja', 'gitu', 'nanya', ',', 'kenapa', '?', 'Oo', 'gt', '.', 'Ngangguk2', '.', 'Ok', '.', 'Alergi', 'obat', '?', 'Ok', '.', 'Saya', 'resep', 'ya', '.', 'Gue', 'sebel', 'bgt', 'sama', 'yg', 'begini', '.', 'Sorry', 'not', 'sorry', ',', 'i', 'need', 'to', 'discuss', 'what', 'happened', 'with', 'my', 'body', '.', 'What', 'should', 'i', 'do', 'and', 'so on', 'and', 'so on', '.', 'Gak', 'cuma', 'minum', 'obat', 'dr', 'resep', '.'])]","['id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'un', 'un', 'id', 'un', 'id', 'un', 'en', 'un', 'id', 'id', 'un', 'en', 'un', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'en', 'en', 'en', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'un']","['tidak', 'cuma', 'formalitas', 'saja', 'begitu', 'tanya', ',', 'kenapa', '?', 'oo', 'begitu', '.', 'mengangguk-angguk', '.', 'okay', '.', 'alergi', 'obat', '?', 'okay', '.', 'saya', 'resep', 'ya', '.', 'saya', 'sebel', 'sangat', 'sama', 'yang', 'begini', '.', 'sorry', 'not', 'sorry', ',', 'i', 'need', 'to', 'discuss', 'what', 'happened', 'with', 'my', 'body', '.', 'what', 'should', 'i', 'do', 'and', 'so on', 'and', 'so on', '.', 'tidak', 'cuma', 'minum', 'obat', 'dari', 'resep', '.']","['tidak cuma formalitas saja gitu tanya, kenapa? oo gitu. mengangguk-angguk. baik. alergi obat? baik. saya resep ya. saya sebal sangat sama yang begini. maaf tidak menyesal, saya perlu mendiskusikan apa yang terjadi dengan tubuh saya. apa yang harus saya lakukan dan seterusnya. tidak cuma minum obat dari resep.', 'tidak cuma formalitas saja gitu tanya, kenapa? oo gitu. mengangguk-angguk. baik. alergi obat? baik. saya resep ya. saya sebal sangat sama yang begini. maaf tidak menyesal, saya perlu mendiskusikan apa yang terjadi dengan tubuh saya. apa yang harus saya lakukan dan seterusnya. tidak cuma minum obat dari resep.']"
22,"Halo @JNECare pengiriman resi 120990003734319 menggunakan YES kenapa belum sampai ya? Dari kemaren di check tracking stuck di boyolali, sekarang di check tracking not found, tolong bantu penjelasan nya.",BIIIOBIIIIIIIOBIIIIIIIIIOBIIIOBIIIIIIIIIIIIIIOBIIIIIIIIIIOBIIOBIIIIIOBIIIIOBIIIIIOBIBOBIIIOBIIIIIIOBIOBIIIIOBIIIIIIIOBIIIIOBIOBIIIIIIIBOBIIIIIIIOBIOBIIIIOBIIIIIIIOBIIOBIIIIBOBIIIIIOBIIIIOBIIIIIIIIIOIIIB,"['Halo @JNECare pengiriman resi 120990003734319 menggunakan YES kenapa belum sampai ya? Dari kemaren di check tracking stuck di boyolali, sekarang di check tracking not found, tolong bantu penjelasan nya.'
 list(['Halo', '@JNECare', 'pengiriman', 'resi', '120990003734319', 'menggunakan', 'YES', 'kenapa', 'belum', 'sampai', 'ya', '?', 'Dari', 'kemaren', 'di', 'check', 'tracking', 'stuck', 'di', 'boyolali', ',', 'sekarang', 'di', 'check', 'tracking', 'not', 'found', ',', 'tolong', 'bantu', 'penjelasannya', '.'])]","['id', 'un', 'id', 'id', 'un', 'id', 'en', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'en', 'en', 'en', 'id', 'id', 'un', 'id', 'id', 'en', 'en', 'en', 'en', 'un', 'id', 'id', 'id', 'un']","['halo', '@JNECare', 'pengiriman', 'resi', '120990003734319', 'menggunakan', 'yes', 'kenapa', 'belum', 'sampai', 'ya', '?', 'dari', 'kemarin', 'di', 'check', 'tracking', 'stuck', 'di', 'boyolali', ',', 'sekarang', 'di', 'check', 'tracking', 'not', 'found', ',', 'tolong', 'bantu', 'penjelasannya', '.']","['halo @JNECare pengiriman resi 120990003734319 menggunakan yes kenapa belum sampai ya? Dari kemarin di periksa pelacakan macet di boyolali, sekarang di periksa pelacakan tidak ditemukan, tolong bantu penjelasannya.', 'halo @JNECare pengiriman resi 120990003734319 menggunakan yes kenapa belum sampai ya? Dari kemarin di periksa pelacakan macet di boyolali, sekarang di periksa pelacakan tidak ditemukan, tolong bantu penjelasannya.']"
